Parameter,Mean_All,Std_All,Mean_Converged,Std_Converged,Skewness,Kurtosis
parhk3,2.889961262,0.5754510524135327,2.889961262,0.5754510524135327,-0.0161347724487257,-1.2178509814615073
parhk4,2.9024993460000004,0.5201109692367848,2.9024993460000004,0.5201109692367848,0.03250426601838132,-0.9959266097611645
