Stress_Period,Mean_Head,Median_Head,Std_Head,Q25_Head,Q75_Head,Min_Head,Max_Head,Valid_Runs
1,477.6427633666666,477.627655,0.21714801869308303,477.506635,477.76952,476.88467,478.3889,300
2,477.64276366666667,477.627655,0.21714798476742747,477.506635,477.76952,476.88467,478.38892,300
3,477.642754,477.627655,0.21714244846643802,477.506635,477.76952,476.88467,478.3889,300
4,477.64272553333336,477.62760000000003,0.21713201906378446,477.506635,477.76952,476.88467,478.3889,300
5,477.64267386666666,477.62756,0.21711463667008332,477.50662,477.76952,476.88467,478.3889,300
6,477.64467113333325,477.62959,0.21710146580969025,477.50876500000004,477.771635,476.88678,478.39084,300
7,477.64437726666665,477.62928999999997,0.21707232537381316,477.50856250000004,477.77140249999997,476.88657,478.39066,300
8,477.64411023333327,477.629,0.21702779449250068,477.508415,477.7712575,476.88644,478.39053,300
9,477.7527057666666,477.73665,0.21770971092048055,477.6159275,477.8832225,476.9978,478.49353,300
10,477.7577663333334,477.741175,0.2180529224383128,477.620145,477.887025,477.00244,478.49817,300
11,477.7753428333334,477.758915,0.21812179182199803,477.636895,477.90381,477.02057,478.51566,300
12,477.7698945666667,477.7543,0.21793929903410977,477.6312125,477.898795,477.01562,478.5113,300
13,477.7648744,477.74972,0.21763808278111682,477.62561,477.89416500000004,477.0116,478.50732,300
14,477.7604967666667,477.74566,0.21733248634111765,477.62035000000003,477.88939500000004,477.00848,478.50375,300
15,477.75640516666675,477.74128,0.21705694830383243,477.615415,477.88415,477.00565,478.50027,300
16,477.7524777,477.737115,0.2168274075043177,477.61066,477.879005,477.00287,478.4969,300
17,477.74868019999997,477.73313,0.21664309951460042,477.6060925,477.874,477.0001,478.4936,300
18,477.74565636666665,477.729645,0.216501948052356,477.60240250000004,477.87074,476.9979,478.491,300
19,477.7719173666666,477.75534500000003,0.2166620318639119,477.626475,477.9000375,477.0255,478.5161,300
20,477.7666856333334,477.75005999999996,0.21665591530950462,477.620835,477.8940175,477.02054,478.5113,300
21,477.78964433333334,477.77339,0.21682535692707952,477.6439325,477.91720499999997,477.0445,478.53342,300
22,477.7831722000001,477.76691,0.21679447946805844,477.637185,477.91147,477.03818,478.52753,300
23,477.77992873333335,477.76382,0.2166978203914278,477.63382,477.9082175,477.03528,478.52487,300
24,477.82730356666667,477.812985,0.21714767433004153,477.68048,477.956225,477.0843,478.56998,300
25,477.84312523333324,477.82911,0.21748779356463424,477.69563,477.97123999999997,477.10056,478.5848,300
26,477.9173954,477.90659,0.2184776463626738,477.7703975,478.0414475,477.17682,478.65506,300
27,477.9262653,477.91502,0.21886957071639013,477.778875,478.04952249999997,477.1859,478.66302,300
28,477.9228254,477.9113,0.21879316530041248,477.7755925,478.045755,477.18298,478.65988,300
29,477.9128543666667,477.90104499999995,0.21850811484839475,477.76662,478.035575,477.17395,478.65063,300
30,478.0967228666666,478.08829000000003,0.22129688581130655,477.95505249999997,478.21809,477.3637,478.82394,300
31,478.07480506666667,478.065025,0.22180307765146534,477.93370000000004,478.1953375,477.3413,478.80118,300
32,478.1013513333333,478.09006,0.22222621279278054,477.95982000000004,478.221375,477.36914,478.82614,300
33,478.1703681333334,478.16035,0.22349686249516365,478.03166,478.2919025,477.44104,478.8905,300
34,478.3765180333333,478.37271,0.2282910957625489,478.23071999999996,478.49647,477.65347,479.12704,300
35,478.45788269999997,478.454465,0.23144390933523573,478.30992499999996,478.5804075,477.73584,479.2274,300
36,478.4402903666667,478.42951500000004,0.23103505298157523,478.29324,478.55892500000004,477.71533,479.21048,300
37,478.4743493000001,478.460405,0.23067058708291496,478.33205,478.5913925,477.74777,479.2508,300
38,478.45720133333333,478.43917999999996,0.22902237352761398,478.3147975,478.5733825,477.72626,479.22842,300
39,478.44647416666663,478.428125,0.22707532050174892,478.30242999999996,478.56404249999997,477.71088,479.2074,300
40,478.44160513333327,478.41948,0.22510960660305523,478.2933675,478.56183,477.70255,479.1917,300
41,478.43745929999994,478.41513,0.22324796061593893,478.28607250000005,478.56041500000003,477.6964,479.17746,300
42,478.46549483333337,478.44115,0.2220078674633818,478.312695,478.5878525,477.72488,479.20187,300
